name,facility_type,amenity,speciality,operator,operator_type,beds,emergency,address,operational_status,longitude,latitude,osm_id,source
Aga Khan University Hospital Medical Centre Malir,hospital,hospital,,,,,,,,67.180595,24.883117,4737685500,
Altamash Dental Hospital,dentist,dentist,,,,,,,,67.049811,24.829011,4772106504,
Aziz Medical Center,clinic,clinic,,,,,,,,73.08009,33.730875,4406908789,
Dispensary,hospital,hospital,,,,,no,,,72.461223,30.74887,2917434340,
Faiz-e-Aam Medical Centre,hospital,hospital,,,,,,,,67.127432,25.016016,5069109835,
,clinic,clinic,,,,,,,,67.008996,24.930508,5252561722,
Saira Meraj Hospital,hospital,hospital,,,,,,,,74.261791,31.612204,4910585783,
Agha Khan laboratory collection Point,clinic,clinic,,,,,,,,71.442255,33.989202,6332446185,
Ali Zaib Foundation,blood_donation,,,,,,,,,73.122158,31.41748,5287521858,
Pak Clinic,clinic,clinic,,,,,,,,,,699028706,
K R L General Hospital,hospital,hospital,,,,,,,,73.031829,33.677644,4889677811,
Hameed Latif Hospital Misri Shah Branch,hospital,hospital,,,,,,,,74.337822,31.585546,5255562363,
Eye & General Hospital,hospital,hospital,,,,,,,,67.099788,24.931968,4809964833,
BHU 222 RB Dr. A.Sattar Gill,hospital,hospital,,,,,,,,73.057423,31.377952,5273202175,
,pharmacy,pharmacy,,,,,,,,73.23908,33.366438,2644132755,
Al Murtaza Meternity Hospital,doctors,doctors,,,,,,,,,,258925831,
Karachi National Hospital Pvt Ltd,hospital,hospital,,,,,,,,67.037876,24.877109,5124127907,
Qasimabad Medical Store,pharmacy,pharmacy,,,,,,,,67.056393,24.902524,5124262195,
Hamdard Matab Clinic,clinic,clinic,,,,,,,,67.065076,24.885013,5147639134,
District Head Quarter Hospital,hospital,hospital,,,,,,,,,,338589001,
Al Noor Eye Clinic,clinic,clinic,,,,,,,,66.961373,24.918572,5130396231,
Ziauddin Hospital,hospital,hospital,,,,,yes,,,67.007191,24.817265,596210318,
Pakistan Society for Rehabilitation of The Disabled,hospital,hospital,,,,,,,,74.322554,31.528909,5260103791,
Dr. Mudassir Dental Clinic,clinic,clinic,,,,,,,,67.076272,24.903497,5130890313,
Multan Institute Of Kidney Disease,hospital,hospital,,,,,,,,71.475782,30.140463,4319151468,
Private Clinic,clinic,clinic,,,,,,,,,,404249453,
Ladies hospital,hospital,hospital,,,,,,,,,,687227414,
moon medical store,clinic,clinic,,,,,,,,74.281631,31.622086,4416293591,
baji house,clinic,clinic,,,,,,,,67.187561,24.868877,5063378221,
Ibn-e-Sina Hospital,hospital,hospital,,,,,,,,67.101999,24.922022,5127796859,
Dar-ul-Shifa,clinic,clinic,,,,,,,,67.045415,24.798785,5130890303,
Ayesha Clinic,clinic,clinic,,,,,,,,67.078972,25.006967,5130682842,
excel labs,clinic,clinic,,,,,,,,71.451961,33.994009,6450693688,
Medicare Cardiac & General Hospital,hospital,hospital,,,,,,,,67.063573,24.88096,4734370156,
Sindhu Homeo Pathic,alternative,,,,,,,,,,,627776717,
Pharmacy,pharmacy,pharmacy,,,,,,,,67.012281,24.940019,5088577384,
New Horizon Care Center (NHCC),hospital,hospital,,,,,,,,67.083137,24.918475,4810006262,
Ariba Gynae Clinic,hospital,hospital,,,,,,,,74.360966,31.551358,5260103781,
Fazal Deen Pharmacy,pharmacy,pharmacy,,,,,,,,74.192707,32.168855,4903600020,
Basic Health Unit,clinic,clinic,,,,,,,,71.151574,29.240024,6564766587,
Alleviate Addiction Suffering Trust,hospital,hospital,,,,,,,,67.214459,24.898021,4767455701,
Khairun Nisa Hospital,hospital,hospital,,,,,,,,74.306422,31.474188,5255424743,
New National Medical Store,pharmacy,pharmacy,,,,,,,,71.682514,29.391558,4923902179,
DHQ Teaching Hospital,hospital,hospital,,,,,,,,,,349122543,
Farooq e Azam Medical Hospital,hospital,hospital,,,,,,,,67.051959,24.949261,5137608497,
Indus Medicose,pharmacy,pharmacy,,,,,,,,73.225533,34.171199,3093003679,
Omer Hospital,hospital,hospital,,,,,,,,73.092787,31.433997,5260083598,
Rahman & Rahman Dental Surgeons,dentist,dentist,,,,,,,,73.04377,33.709521,4963977792,
Murshid Hospital & Health Care,hospital,hospital,,,,,,,,66.944623,24.926539,5119465024,
Animal Hospital,hospital,hospital,,,,,,,,71.744183,34.152559,4807311323,
Moon Pharmacy,pharmacy,pharmacy,,,,,,,,74.277901,31.444038,5510293924,
Royal Institute Of Medicine & Surgery,hospital,hospital,,,,,,,,67.063994,24.880789,5128109100,
Bangash Clinic,clinic,clinic,,,,,,,,,,627832454,
Al-Khidmat Medical Center,hospital,hospital,,,,,,,,67.056442,24.954116,5140896531,
Alkhidmat Fareeda Yaqoob,clinic,clinic,,,,,,,,67.372562,24.870832,4739830940,
Roshni General Hospital,clinic,clinic,,,,,,,,73.827621,31.55101,4463770097,
sarwar hospital,hospital,hospital,,,,,,,,73.975973,31.965627,4602214197,
Citi Lab,pharmacy,pharmacy,,,,,,,,73.056789,33.709247,4966256875,
doctor ansari clicnic,clinic,clinic,,,,,,,,67.176267,24.833731,5133527593,
Bait-ul-sukoon Cancer hospital,hospital,hospital,,,,,,,,67.073485,24.872801,4773397455,
Zhong Ba Hospital,hospital,hospital,,,,,,,,74.276468,31.458574,5163148223,
Bilal Medical & General Store,pharmacy,pharmacy,,,,,,,,67.067033,24.887208,4773326196,
Abdulsamad Pharmacy,pharmacy,pharmacy,,,,,,,,71.45049,33.994085,4474552390,
BHU Alo,hospital,hospital,,,,,,,,,,-7470338,
Rehman medicoz,pharmacy,pharmacy,,,,,,,,68.538814,25.128713,4883541274,
Ravi Child And Maternity Home,hospital,hospital,,,,,,,,68.533699,25.122994,4883541262,
Ansari Medical Center,clinic,clinic,,,,,,,,67.002666,24.941937,5088969202,
Haq hospital,hospital,hospital,,,,,,,,74.2965,31.561855,4402012889,
Shahzad Hospital,hospital,hospital,,,,,,,,68.651721,25.758443,4883331103,
Ali clinic Dr. Zafar Shaikh,clinic,clinic,,,,,,,,69.017342,25.509478,4959284323,
Asad Clinic,pharmacy,,,Dr. Asad,,,,,,,,687763119,
Ashraf Hospital,hospital,hospital,,,,,,,,74.145439,32.310606,2961536113,
Dr. Nazim Paracha,clinic,clinic,,,,,,,,69.247516,25.286827,5338152506,
Jinnah Post Graduate Medical Centre,hospital,hospital,,,,,,,,67.047135,24.851742,4785947197,
Pioneer Labs &  Clinic for Pets,pharmacy,pharmacy,,,,,,,,73.074515,33.639663,4898664821,
Aqsa Medical Centre,hospital,hospital,,,,,,,,67.603411,24.737506,5218044266,
Clinix Pharmacy (Defence Branch),pharmacy,pharmacy,,,,,,,,,,683292801,
National Hospital,hospital,hospital,,,,,,,,73.062114,31.420059,5259239742,
Niazi Hospital- Tauheed Commercial,hospital,hospital,,,,,,,,67.038784,24.807636,4801771626,
Family Planning Hospital,hospital,hospital,,,,,,,,,,396871426,
Husaini Blood Bank,blood_donation,,,,,,,,,67.179436,24.883581,4737680867,
Shaheen Chemist,pharmacy,pharmacy,,,,,,,,,,687983764,
American Hospital,hospital,hospital,,,,,yes,,,,,93360500,
AL Tameez Medicos,pharmacy,pharmacy,,,,,,,,67.176802,24.878683,5269335969,
THQ,hospital,hospital,,,,,yes,,,70.65307,30.711875,2898971042,
Dr Khalil's clinic,clinic,clinic,,,,,,,,74.28662,31.562957,4405409100,
Biochemic & Homeopathic Clinic,hospital,hospital,,,,,,,,67.104389,24.948117,5336256066,
Al-Amin Medical & Gen Store,pharmacy,pharmacy,,,,,,,,67.208743,24.905161,4767455672,
Dr. Aqeel Bin Abdul Qadir Welfare Eye Hospital,hospital,hospital,,,,,,,,67.099294,24.933188,5130198869,
Postal Dispensary,pharmacy,pharmacy,,,,,,,,73.057009,33.693091,4967739862,
Aziz Medical Center,clinic,clinic,,,,,,,,67.027061,24.927881,5130611430,
Dr.Saeed Diabetes Clinic & Foot Care Center,clinic,clinic,,,,,,,,67.097039,24.898197,5128396156,
Salma Sarfraz Hospital,hospital,hospital,,,,,,,,74.305833,31.511715,5254181752,
,hospital,hospital,,,,,,,,71.788622,35.85177,4003644278,
Mufaza Tul Hayat Hospital,hospital,hospital,,,,,,,,74.33783,31.424896,5260103789,
The Dental Art & Surgery,clinic,clinic,,,,,,,,67.067128,24.83159,5133028143,
Dr Nargis Clinic,hospital,hospital,,,,,,,,,,361875108,
Dr. Nabila Bashir,hospital,hospital,,,,,,,,74.195792,32.172645,4905273547,
Prime medicine,pharmacy,pharmacy,,,,,,,,74.0721,32.584073,4723560589,
D watson,pharmacy,pharmacy,,,,,,,,73.046823,33.596941,4594376395,
,hospital,hospital,,,,,,,,74.723774,36.27779,4029535476,
National Institute of Cardiovascular Diseases,hospital,hospital,,,,,,,,,,723892937,
PAF hospital,hospital,hospital,,,,,,,,71.58001,32.589486,4302467189,
Government Hospital,hospital,hospital,,,,,,,,67.222612,24.90901,5156794593,
R.H.C. Regi,hospital,hospital,,,,,,,,71.46555,34.039283,5708148422,
KDA Gov. Hospital,hospital,hospital,,,,,,,,,,245040428,
Gillani Dental Clinic,dentist,dentist,,,,,,,,73.483722,31.570091,2920069538,
SIUT Sukkur Branch,hospital,hospital,,,,,,,,68.849682,27.660778,5255690188,
Subhan Medical Clinic,clinic,clinic,,,,,,,,67.029129,24.908328,5128267597,
LRBT Rashidabad Eye Hospital,hospital,hospital,,,,,,,,68.674585,25.459299,6732207987,
Golra Hospital,hospital,hospital,,,,,,,,,,560495163,
Sindh Homeopathic Medical College & Hospital,hospital,hospital,,,,,,,,68.375932,25.388566,5253907812,
Burns Center,hospital,hospital,,,,,,,,67.008954,24.859633,5160729718,
Ali Medical Complex,hospital,hospital,,,,,,,,67.154702,24.886379,4737625706,
PNS RAHAT,hospital,hospital,,,,,,,,,,551416859,
Tabba Heart Hospital,hospital,hospital,,,,,,,,67.076108,24.938929,5109489798,
Agha Khan Laboratory Collection Unit,clinic,clinic,,,,,,,,68.335627,25.393106,5252214955,
Dr. Noor Muhammad Medical Center,clinic,clinic,,,,,,,,,,509632859,
Saadan Hospital,hospital,hospital,,,,,yes,,,74.299272,31.469851,1357553198,
,hospital,hospital,,,,,,,,73.048831,33.642635,4467122089,
,doctors,doctors,,,,,,,,74.654986,36.306198,4027216320,
Al Muslim Marwar Charitable Hospital,hospital,hospital,,,,,,,,68.377684,25.389859,5253907817,
Zakariya Hospital,hospital,hospital,,,,,,,,74.305852,31.587545,4912291870,
Family Planning Hospital,hospital,hospital,,,,,,,,73.445885,36.230571,3997211764,
CHBC-HYDERABAD,hospital,hospital,,,,,,,,68.371379,25.402576,5253909133,
King Hospital,hospital,hospital,,,,,,,,72.355407,34.753917,4964219317,
AL ANSAR MADNI TRUST HOSPITAL,hospital,hospital,,,,,,,,74.152988,32.143357,4541113491,
Ghaziabad Government Hospital Lahore,hospital,hospital,,,,,,,,74.389409,31.560743,5259958801,
Mumtaz Bakhtawar Memorial Hospital,hospital,hospital,,,,,,,,74.279092,31.494428,5259958810,
Nishat Medical Store,pharmacy,pharmacy,,,,,,,,67.152929,24.881923,5285985445,
Mehmood Eye Hospital,hospital,hospital,,,,,,,,70.91926,31.81402,846545734,
Asim Medical Store,pharmacy,pharmacy,,,,,,,,67.085231,24.929604,5340510811,
Rehmania Clinic,pharmacy,,,,,,,,,,,687764262,
Dr. Iqbal Pathan,doctors,doctors,,,,,,,,68.994621,25.529619,5338152497,
Chinese Heart & General Hospital (CHGH),hospital,hospital,,,,,,,,74.315981,31.548493,5255461649,
Niazi Hospital,hospital,hospital,,,,,,,,74.2994,31.469327,5255562362,
Moosa Medical Store,pharmacy,pharmacy,,,,,,,,67.138721,24.878183,4767920585,
Bilal Care Hospital,hospital,hospital,,,,,,,,74.254627,31.617666,4910585768,
Clinics and Dignostics Center,hospital,hospital,,,,,,,,72.963832,33.645639,6432414568,
PIA Hospital Complex,hospital,hospital,,,,,,,,,,435137045,
"Civil hospital, SF",hospital,hospital,,,,,,,,64.401035,28.886355,4805041125,
Hajra Medical Center,hospital,hospital,,,,,,,,68.37607,25.396262,5253909128,
Mombara homani,hospital,hospital,,,,,,,,66.967241,30.181916,4744824825,
Chiniot General Hospital,hospital,hospital,,,,,,,,73.081685,31.465108,5265379121,
Akbar medical centre,pharmacy,pharmacy,,,,,,,,66.913061,24.854607,4103107393,
Clanic plus pharmacy,pharmacy,pharmacy,,,,,,,,71.923473,30.297023,4879037023,
Dr. Mohammad Khan Panhwar,clinic,clinic,,,,,,,,69.014244,25.525975,5384787751,
NIH,hospital,hospital,,,,,no,,,,,260274365,
Razia Medical Centre,hospital,hospital,,,,,,,,67.263369,24.836359,4783144512,
Samad Clinic Shaheed-e-Millat Rd karachi,hospital,hospital,,,,,,,,67.073938,24.872191,4773397457,
Maqsooda Zia Executive Clinics Hospital,hospital,hospital,,,,,,,,73.085974,31.450168,5259596752,
Sindh Government Hospital Paretabad,hospital,hospital,,,,,,,,68.383712,25.403798,5285951842,
Combined Millitary Hospital,hospital,hospital,,,,,,,,,,303967620,
Tahira Jamshed Medical Complex,hospital,hospital,,,,,,,,71.665137,29.39618,4923821656,
Maria Medical Centre,clinic,clinic,,,,,,,,67.131013,24.816601,6335733985,
PPHI Govt. Hospital,hospital,hospital,,,,,,,,68.818118,27.731176,5340918755,
Family Pharmacy,clinic,clinic,,,,,,,,73.086888,31.434042,5273603388,
Akhter Sultana Memorial Hospital,hospital,hospital,,,,,,,,71.461623,30.202403,1921952412,
THQ HOSPITAL,hospital,hospital,,,,,,,,71.213839,30.953514,4320121181,
MEDICAL STORE,pharmacy,pharmacy,,,,,,,,68.355499,25.372766,1088992216,
Dadar Mental Hospital,hospital,hospital,,,,,,,,,,263843443,"bing, Wikimapia"
Parklane Hospital,hospital,hospital,,,,,,,,67.031416,24.8167,4724110185,
Plastic Surgery General Hospital PSG Hospital,hospital,hospital,,,,,,,,67.074576,24.873869,5128052896,
Ahsan Clinic,hospital,hospital,,,,,,,,70.505326,31.132379,1922123728,
Azam Medical Centre,clinic,clinic,,,,,,,,67.085804,24.851857,5130682843,
WESTERN DENTAL HOSPITAL,hospital,hospital,,,,,,,,67.102478,24.93317,5130682855,
A 1 Diagnostic Centre,laboratory,,,,,,,,,67.07171,24.8449,6095344218,
Chaudhary medical store,pharmacy,pharmacy,,chaudhary muhammad Mushtaq,,,,,,72.354845,33.768307,4557483089,
Dr. Fazle Amin Children Specialist,doctors,doctors,,,,,,,,71.578719,34.008775,4464815191,
Bismillah Pharmacy,pharmacy,pharmacy,,,,,,,,74.362634,31.551666,4945573323,
,hospital,hospital,,,,,,,,73.771148,33.979597,3564677594,
Civil Hospital Teri,hospital,hospital,,,,,,,,71.098533,33.295694,5832288081,
Balqis Cancer Hospital,hospital,hospital,,,,,,,,67.063642,24.928366,5112691243,
Dow Lab,clinic,clinic,,,,,,,,67.065088,24.92859,5127899082,
Eye Hospital,hospital,hospital,,,,,,,,68.524597,27.348644,5255508538,
Shadi khan,doctors,doctors,,,,,,,,72.370732,33.927083,4457324389,
Hospital Plantation,hospital,hospital,,,,,,,,68.34757,25.418715,5252216022,
Islamic Mission Hospital,hospital,hospital,,,,,,,,67.113729,24.817555,5132890212,
Sana Clinic,clinic,clinic,,,,,,,,67.067899,24.926847,5133026920,
Fauji Foundation Hospital,hospital,hospital,,,,,yes,,,,,225787276,
Dr. Pirzada Vet Clinic (Animal Centre),clinic,clinic,,,,,,,,67.089655,24.882596,4790153238,
Baqai Oncology,hospital,hospital,,,,,,,,67.035105,24.907864,5079173649,
Family Planning Hospital,hospital,hospital,,,,,,,,,,396871424,
Nelson Pharmacy,pharmacy,pharmacy,,,,,,,,73.023709,33.597816,4590914895,
Chiniot General Hospital,hospital,hospital,,,,,,,,67.143779,24.823791,5130682865,
HillSide Clinic,clinic,clinic,,,,,,,,67.072637,24.866413,4773696660,
Gorey & Gorey Pharmacy,pharmacy,pharmacy,,,,,,,,73.079516,31.41896,5255258603,
Atia General Hospital,hospital,hospital,,,,,,,,67.183166,24.882002,5130682839,
Liver Center,hospital,hospital,,,,,,,,73.093127,31.420515,5263913090,
DHQ Hospital Civil Hospital Gujranwala,hospital,hospital,,,,,,,,74.192306,32.168788,4469614489,
civil,hospital,hospital,,,,,,,,72.702882,32.057643,6861926085,
Patel Hospital,hospital,hospital,,,,,,,,67.097233,24.934986,5133026917,
Eman Pharmacy,clinic,clinic,,,,,,,,73.824926,32.461905,4768959626,
Medical Store,pharmacy,pharmacy,,,,,,,,72.321684,31.277713,6182657493,
Mian Muhammad Nawaz Sharif Hospital,hospital,hospital,,,,,yes,,,74.326987,31.584591,5259593880,
Florence Medical Centre,clinic,clinic,,,,,,,,67.048125,24.941977,4741344822,
Dua Family Hospital,hospital,hospital,,,,,,,,73.137535,33.566509,4533827300,
Amanat Eye Hospital,hospital,hospital,,,,,,,,74.340407,31.518321,5255673574,
Gondal Hospital,hospital,hospital,,,,,,,,74.268207,31.502808,5259747068,
Eye OPD Civil Hospital,hospital,hospital,,,,,,,,67.011919,24.859596,5109119037,
Azam Majeed Medical Complex,hospital,hospital,,,,,,,,73.120502,31.421075,5277800118,
Benazir Trauma Center,hospital,hospital,,,,,,,,67.010794,24.860583,5109119036,
Prime Care Hospital,hospital,hospital,,,,,,,,73.127391,31.42708,4793485622,
Al Shifa Medical Store,pharmacy,pharmacy,,,,,,,,67.097323,24.904312,4781343223,
Surgical Unit 1 HO Room,hospital,hospital,,,,,,,,74.321904,31.555245,4122590191,
Cheezal Dental & Medical Hospital,hospital,hospital,,,,,,,,67.122457,24.919381,5130682861,
FESCO Hospital,hospital,hospital,,,,,,,,73.114741,31.426588,5263913738,
Al-Amin Chemist,pharmacy,pharmacy,,,,,,,,72.99698,33.668509,5034028423,
Hajama Center,clinic,clinic,,,,,,,,66.984114,24.948701,5100872905,
Urban Health Center Babar Market Landhi,hospital,hospital,,,,,,,,67.192863,24.844496,5127759864,
Doctor,doctors,doctors,,,,,,,,74.380854,31.564936,4170132589,
Mansoora Hospital Multan Road,clinic,clinic,,,,,,,,74.264297,31.491902,4481666591,
Heart & General Hospital,hospital,hospital,,,,,,,,67.005699,30.203511,6126907470,
Ashiq Memorial Hospital,hospital,hospital,,,,,,,,67.087076,24.847436,5133026866,
,clinic,clinic,,,,,,,,72.369745,34.767178,4442102268,
Chak khudayar bhutta Dispensary,hospital,hospital,,,,,no,,,,,511476585,
The Indus Hospital,hospital,hospital,,,,,,,,71.13148,30.07108,5743962423,
Naveen Clinic Dr. Balchand Motiani,clinic,clinic,,,,,,,,69.010773,25.51319,5384788145,
Pathri Wala Peer MOHAMMAD RAHEEM,hospital,hospital,,,,,,,,66.774433,25.153918,5314852216,
Fahad Poly Clinic,clinic,clinic,,,,,,,,67.103532,24.936508,5137256172,
Korangi Landhi Medical Center,hospital,hospital,,,,,,,,67.161001,24.828312,5128042359,
Sheheryar Medical Store,pharmacy,pharmacy,,,,,,,,73.153968,33.541484,2413577888,
DHQ Hospital,hospital,hospital,,,,,,,,,,23615365,
Qatar Hospital,hospital,hospital,,,,,,,,,,689008498,
Adamjee Pharmaceuticals,pharmacy,pharmacy,,,,,,,,67.106368,24.836293,4769656320,
Sheikh Zaed Children Hospital,hospital,hospital,,,,,,,,,,383558406,
Goodwill Pharmacy,pharmacy,pharmacy,,,,,,,,73.082272,33.72257,1140767607,
Al Tibri General Hospital,hospital,hospital,,,,,,,,67.225122,24.885061,5156794596,
,hospital,hospital,,,,,,,,73.055778,33.735324,6132083107,
Family Planning Hospital,hospital,hospital,,,,,,,,73.445175,36.230328,3997211761,
Chughtais Lahore Lab,clinic,clinic,,,,,,,,74.363145,31.501822,5259654965,
Sunset Diagnostic Centre,laboratory,,,,,,,,,,,617163241,
Clinix,pharmacy,pharmacy,,,,,,,,74.306388,31.58801,4912291866,
Alqasim Hospital,hospital,hospital,,,,,,,,73.740417,32.940091,2776942914,
Larkana Institute of Nuclear Medicine and Radiotherapy,hospital,hospital,,PAEC,,,,,,,,383558408,
Tahir Hospital,hospital,hospital,,,,,,,,,,572892741,
Ahmed Ibrahim Welfare Eye Hospital,hospital,hospital,,,,,,,,66.972063,24.913536,5130080829,
Khyber Hospital,hospital,hospital,,,,,,,,66.998811,24.931115,5132720040,
Sindh Electro X-Ray Institute,clinic,clinic,,,,,,,,67.019909,24.862332,6508419415,
Vision Medical Center,clinic,clinic,,,,,,,,,,542015793,
Dr. Shafiq,doctors,doctors,,,,,,,,73.058372,33.605583,2640851716,
Sahara Hospital,hospital,hospital,,,,,,,,71.877467,35.202703,6534025095,
Momin Medical Centre & Maternity Home,clinic,clinic,,,,,,,,67.029248,24.874122,5130354330,
Rana Pharmacy,pharmacy,pharmacy,,,,,,,,,,545994887,
Al-Madina Hospital,hospital,hospital,,,,,,,,73.132591,31.400486,5263913113,
Clinic and Dignostic Centre,hospital,hospital,,-,,,yes,,,72.963885,33.645687,6432256681,
Zeeshan Medical Centre,clinic,clinic,,,,,,,,72.047593,34.19152,5750492721,
Bs Medical Store & General Store,pharmacy,pharmacy,,,,,,,,67.068423,24.845069,6024665671,
Ali Hospital,hospital,hospital,,,,,,,,73.033392,33.679457,6199004686,
Medix Plus,pharmacy,pharmacy,,,,,,,,73.15231,33.565228,5106849121,
Benazir Bhotto Shaheed Hospital,hospital,hospital,,,,,,,,,,255801154,
Faiz e Aam Pharmacy,pharmacy,pharmacy,,,,,,,,67.128116,25.015971,4741865101,
Shehzad Medical store,pharmacy,pharmacy,,,,,,,,67.259899,24.834618,4783144519,
Bhitai Hospital,hospital,hospital,,,,,,,,,,552937340,
Qazi Medical Centre,hospital,hospital,,,,,,,,72.068942,34.200151,4251879990,
Ismat Eye Hospital,hospital,hospital,,,,,,,,67.095783,24.926482,5131024100,
"RHC, Sukheke",hospital,hospital,,,,,,,,73.484957,31.86981,4537142489,
Family Health Centre,doctors,doctors,,,,,,,,,,398489188,
Dr Bhura Lal Memorial Hospital,hospital,hospital,,,,,,,,68.71921,25.460328,4883212221,
Mid City Hospital,hospital,hospital,,,,,,,,73.091857,30.673638,4367629689,
Children Hospital,hospital,hospital,,,,,,,,74.343126,31.479627,5254181758,
Ziauddin Hospital Laboratory,pharmacy,pharmacy,,,,,,,,67.030379,24.918439,5117205307,
Ali Children Hospital,hospital,hospital,,,,,,,,74.075392,32.579318,4255226702,
Muzammil Medical Store,pharmacy,pharmacy,,,,,,,,68.724449,25.467911,4883101833,
حکیم کالی ریحان,clinic,clinic,,,,,,,,73.96154,30.989285,5577732135,
Miamwali City Pharmacy,pharmacy,pharmacy,,,,,,,,71.543813,32.573075,4302503310,
Dr. Shaukat Ali Clinic,clinic,clinic,,,,,,,,67.033271,24.834152,5130272625,
DHQ Teaching Hospital Dera Ghazi Khan,hospital,hospital,,,,,,,,70.637913,30.049244,3550528782,
Safari Hospital,hospital,hospital,,,,,,,,73.106369,33.5732,1362714223,
"Indus Hospital, Dialysis Center",hospital,hospital,,,,,,,,67.051832,24.890493,5346894294,
